time,X,Y,Z
0.02,0.273521268253676,4.06503802521458,7.79242389515185
0.04,0.0923537343339855,4.90583192677956,9.42764394639434
0.06,-0.026063061947603,4.64801721203502,9.0947056821777
0.08,0.231043192571369,4.40972006614711,9.31263589537783
0.1,0.420843982870354,3.81742495994219,8.94952155623908
0.12,0.760269027782092,3.5452083002656,8.65129579249949
0.14,0.961195663305681,3.5061282790228,8.26922258766712
0.16,0.852740481045369,3.85576350428397,8.10110845235888
0.18,0.317667998382989,4.12337161116298,8.60441764497744
0.2,-0.508328773723999,4.52515402138491,9.54288188840258
0.22,-1.19691779834438,4.56204969760951,10.4253272067808
0.24,-1.18511782420925,4.44315001027993,10.1781639453457
0.26,-1.45089693462288,4.89652391826756,9.58780141590852
0.28,-1.4014721170578,5.05379659302941,9.98107835420589
0.3,-1.32903183321768,4.49098117344635,10.8587293536107
0.32,-1.10704881846932,4.30778438927266,11.608290489341
0.34,-0.928816170904193,5.46823828204328,9.87173324601641
0.36,-0.45716789543327,4.74407937488374,7.93372719064992
0.38,0.515645630845022,4.75728940693337,7.5221428599389
0.4,0.433975336166297,5.14847129224443,8.44670388720184
0.42,-0.0391854226713584,4.38254959956893,9.39778820836488
0.44,0.177785529501191,3.06088645798128,10.0150615574551
0.46,0.456313681932066,2.92935422305615,9.54005858824133
0.48,-0.269059854197852,3.47155332287578,9.09135153434549
0.5,-0.295614819526262,3.77340408665592,8.773084502429
0.52,0.0995258680825631,3.59848081171457,8.46575877217398
0.54,0.0555236088573559,5.1118639564975,8.27147308626295
0.56,-0.133174027880936,4.62408546065675,8.73338013515477
0.58,0.0307661574985134,3.31739255064854,8.65873020439449
0.6,0.579257934152807,3.94513246997417,8.39605723384023
0.62,0.824306697765493,3.55604838166379,9.4118216466977
0.64,1.23035711739001,2.93952027425347,9.74664711419253
0.66,1.11183532020187,3.60834613849974,8.98503694301523
0.68,2.0657387973233,4.4153639175915,8.49073371191949
0.7,0.299193859820239,4.79500465521532,6.31207464711247
0.72,0.35858280553527,4.12400902606209,7.03480084543359
0.74,2.33361520848878,2.57891970972549,8.40874489539558
0.76,3.50549544477598,1.67585810881408,9.18806495233119
0.78,3.43666080852147,2.15775723537355,8.53902624507196
0.8,2.83354980095029,2.23724810474943,7.76115863935312
0.82,3.07884310802417,2.36304887049236,8.14071553150855
0.84,3.08249236875534,2.01289905577647,7.78433346463195
0.86,3.25696152449744,2.07518142321437,7.43916558256005
0.88,3.57473722034408,1.70153125100247,6.93556293522946
0.9,3.20184873987214,1.27769061460049,7.25789605526683
0.92,2.80871258835322,1.60316392317158,7.69819124894238
0.94,2.73120889252196,1.34273499618079,7.22473642265179
0.96,2.78125445307987,0.957174569483401,7.11065577342867
0.98,2.40235884506986,0.475250107749411,8.15113505809722
1,2.20681593825084,-0.0290867467835977,9.04648567247289
1.02,3.49873298567398,-0.28258059362099,8.56816170849371
1.04,6.12333395183207,-0.481273685311893,7.63341820489094
1.06,8.81521948554764,-0.533837199525453,7.79633002753496
1.08,10.6869325637075,-0.76560387376393,7.37938199936442
1.1,11.0324840347505,-1.46810241732312,7.09150775554119
1.12,10.9875913580504,-1.79207605405937,6.09628186509756
1.14,11.3824696130982,-2.35709406268171,4.35179589746161
1.16,10.7837427392758,-2.90621036531631,4.07259835523083
1.18,9.79990526824846,-2.98048801760768,5.49708991953327
1.2,10.3013013796488,-3.39907870144934,7.3285526757231
1.22,12.140672034144,-3.60609132371289,6.81635053626644
1.24,12.8192943686076,-3.68542329471545,4.51645902430456
1.26,11.736342511276,-3.71129246944932,2.4329627440439
1.28,10.6468520607455,-3.44256901590323,1.32378060806553
1.3,9.81430338732383,-2.54579230530952,1.12375137788285
1.32,8.42838011666494,-1.82488548847068,1.35669809863539
1.34,7.67079373294777,-1.6177170399306,2.69673745329292
1.36,8.77512776206925,-2.11589300261502,3.62687461959078
1.38,9.95346719373375,-3.02927264224674,0.790452319326061
1.4,9.21829824316317,-4.11198877074445,-2.23982376263376
1.42,7.56274854700589,-4.5115006777969,-2.3424913727355
1.44,6.16512959973224,-4.27552043040948,-2.37092510974678
1.46,5.4762460143778,-4.69244415528794,-1.644031778475
1.48,5.84561435394611,-5.28677279971828,0.130111428538915
1.5,5.90999567029687,-7.36768473194567,-2.16177550468187
1.52,7.58711983580417,-8.22233324199698,-3.10918615569855
1.54,8.11617852950058,-8.59701665046586,-2.33736825089454
1.56,7.38694439520485,-8.57282829068695,1.49155552840034
1.58,6.57398809637482,-7.17715916800946,4.93774708289169
1.6,4.44116997295538,-4.74827920910622,5.12382500286945
1.62,0.354192302953195,-9.76340715889694,-5.21870084772719
1.64,0.9415651013029,-12.0566580668223,-9.42994916407245
1.66,3.49213664347719,-6.56177294568552,-0.0266369688019915
1.68,2.49727708907499,-6.97365487431521,-2.42986848266594
1.7,1.12961861402646,-6.73387107761401,-0.86808600741865
1.72,-0.755152501383847,-10.1055158253273,0.156423846345816
1.74,-1.80560315171143,-14.8260120216638,-1.29633767997508
1.76,0.899516728340979,-14.901498860465,-3.37357430068936
1.78,3.18040683627257,-15.0719971978628,-3.83182662972936
1.8,2.97777287667155,-14.163407369569,-1.02652336650511
1.82,2.04465595790287,-11.4024811933218,-2.02962991273922
1.84,1.73383332367336,-7.48215685446804,-0.883194245061306
1.86,-0.223937395473384,-10.5261008062938,1.37407379257393
1.88,1.00697654002118,-5.2144965373698,-0.653644200922069
1.9,0.684452680812144,0.740189640340093,-2.56047167360881
1.92,-1.05270112825186,-12.0576740565336,-2.13788958351791
1.94,1.00242110744265,-12.4880157360812,3.11561177865621
1.96,-0.904606536633523,-12.6576731035371,3.75967214801665
1.98,-1.62491247414295,-12.4212914383684,0.0531968013143967
2,-2.34568071047909,-11.6925922759744,-1.30334652165584
2.02,-3.53040546520368,-11.0089701985614,-1.44837851495828
2.04,-4.09995281157944,-10.9875732583104,-1.36075063578325
2.06,-4.83213099150822,-9.19101837029675,-0.222603564752388
2.08,-5.16662119406709,-12.1329158940308,1.16054435581511
2.1,-2.9830325600131,-13.1125806521792,-0.750715997544769
2.12,-3.0090759683011,-8.16429694101108,0.722414157222234
2.14,-3.83545018225302,-5.19545268359952,-1.62304116588785
2.16,-5.2180887063139,-6.15952343886761,-8.30448918157387
2.18,-6.03590460149752,-6.71872467776479,-7.75722403377643
2.2,-5.55358716315771,-7.15212309287041,-3.73324336936858
2.22,-4.53442994740459,-8.05968159502041,-2.18347758093667
2.24,-4.25137594798979,-8.37303155270277,-2.29629113516383
2.26,-3.5879659805567,-8.64218898831292,-3.29228085319434
2.28,-3.02089221054518,-8.93321440404387,-3.57598489897764
2.3,-2.80834312312173,-8.3098076368363,-3.40968496816331
2.32,-2.85941831005555,-6.98852118258281,-3.38856507315724
2.34,-3.79479667950217,-6.39034912090792,-3.40457428722587
2.36,-4.07373684126517,-6.42847255367284,-4.20347983716378
2.38,-3.07973767337936,-5.07944368593242,-3.67336151890999
2.4,-2.48420517810997,-4.31017487715732,-1.68865561553114
2.42,-2.79399783887042,-4.74713815158816,-1.80256417062683
2.44,-3.01974307320847,-5.45256494591923,-2.20788418216174
2.46,-3.52002571767326,-6.49813677025638,-3.73666239718344
2.48,-4.15045070486221,-8.66446844215212,-6.87797932026947
2.5,-4.87198234609177,-11.4599404456931,-9.74403546083169
2.52,-4.26774200376308,-10.7729115520109,-8.79644832578049
2.54,-3.91947627138921,-8.26269959695624,-5.89020774068953
2.56,-4.36862075139322,-7.87162175655917,-4.67908433659949
2.58,-4.40030259488553,-7.72047434648511,-4.77419327742625
2.6,-4.21993029759503,-6.96832245289893,-4.81549171514193
2.62,-6.42075462399268,-6.86595821763065,-6.51046354143633
2.64,-10.1971885955371,-10.7328068104896,-7.02625690594434
2.66,-12.1575698082545,-11.7257151347236,-4.72265703851916
2.68,-10.4521870122397,-6.92177559114301,-2.11107826692947
2.7,-8.2811934447121,-2.76978833526878,-1.77141538049513
2.72,-6.43142927778022,-2.51739949333909,-3.43931451543096
2.74,-4.39062965210546,-5.30918148172041,-2.42229338740274
2.76,-4.61086427908761,-7.1804269281864,-0.112005588769741
2.78,-4.88628007968991,-8.87424707120117,0.894529146473657
2.8,-4.58598594705824,-9.29997455923001,1.57302806792053
2.82,-4.60115228757699,-9.34022026692775,1.5103438900335
2.84,-5.24143381903204,-9.50521404122769,0.94978865331021
2.86,-5.83325622056574,-8.23977876271104,-0.724879044648401
2.88,-5.040497452425,-7.12437055306616,-2.74945564402436
2.9,-4.1541755015363,-6.95020181824855,-2.99775416263424
2.92,-4.25085741612865,-7.30534476961046,-1.30455916508961
2.94,-5.17482351350189,-7.43518262659517,0.770966299620513
2.96,-5.77690506663505,-7.35691251932894,1.70439267598902
2.98,-5.74106122443524,-7.523009824749,0.54992647822019
3,-5.60859629134103,-7.98669270244371,-1.95804802244887
